,artist,song,link,text
835,George Strait,Need I Say More,/g/george+strait/need+i+say+more_20059418.html,"You're the only one and only  
My heart's beating for  
I love you, need I say more  
Now and ever, we'll be together  
Of that you can be sure  
I love you, need I say more  
  
I don't know just what it is  
That you're needing to hear me say  
The way that I'm feeling is more than mere words can describe  
All this discussion could never  
Do justice to something so heavenly-made  
I'd rather tell you  
With touches how I feel inside  
  
Let me hold you, let me show you  
What true love's all about  
In these arms of mine I know you will find  
You won't do without anymore  
I'll love you forever need I say more  
  
I don't know just what it is  
That you're needing to hear me say  
The way that I'm feeling is more than mere words can describe  
All this discussion could never  
Do justice to something so heavenly-made  
I'd rather tell you With touches how I feel inside  
  
Let me hold you, let me show you  
What true love's all about  
In these arms of mine I know you will find  
You won't do without anymore  
I'll love you forever need I say more  
I'll love you forever need I say more

"
836,Gordon Lightfoot,I'll Do Anything,/g/gordon+lightfoot/ill+do+anything_20061634.html,"Down in the warm dark part of my heart you stay  
I've been on my own for so long as I stand here today  
I'd never leave you, I'll do anything that you say  
I've been around some walking on the down the street  
Feeling as low as the shoes on the soles of my feet  
Taking dead aim on fortune and fame you might say  
Playing guitar doesn't make you a star anyway  
Many's the time I've wished that I were free  
But my love for you was too deep for my eyes to see  
I'd never leave you, I'll do anything that you say  
Whenever the thought seems better off left alone  
I think of you then in a way that is ten times as strong  
Taking dead aim on fortune and fame you might say  
Playing guitar doesn't make you a star anyway  
I'd never leave you, I'll do anything that you say  
Try to believe me, I'll do anything that you say  
Though it might grieve me, I'll do anything that you say  
Please understand me, I'll do anything that you say  

"
837,Gordon Lightfoot,A Passing Ship,/g/gordon+lightfoot/a+passing+ship_20061566.html,"A passing ship  
I have found the open ocean  
Give me no lip  
The waves roll by as I pass on  
A sunlit sea  
On the first day of April  
How fresh the wind  
Will you miss me when I'm gone?  
How many words  
How many songs still unwritten?  
How many ships  
Of the line have come and gone?  
In the good old days  
May they never be forgotten  
They had heavy wind  
Or they had no wind at all  
A passing ship  
It is midnight on the ocean  
Had a real long trip  
I have been at sea all winter  
When my ship came in  
I was givin' up the ghost  
I think I should be  
Leavin' those passing ships alone  
When the sea runs high  
The sea runs wild and I'm unsteady  
And I think of you  
In the warmth of your home and family  
When love is true  
There is no truer occupation  
And may this gale  
Blow us to the ones we love  
Another day, another ocean  
Give me no lip  
But stand aside as I pass on  
A sunlit sea  
On the last day in October  
How fresh the wind  
Will you miss me from now on?  
I guess I should be  
Leavin' passing ships alone  

"
838,Donna Summer,I Love You,/d/donna+summer/i+love+you_10087851.html,"From my once upon a time album  
A song about two people who fell in love  
Showing up one day face to face  
  
Well he searched and searched for nights and days  
Till he found the one he loved  
And he wrapped her in his arms again  
And then he thanked the stars above  
That he found what he'd been looking for  
And he stared her in the eyes  
  
He said ""I love you""  
Yes, I really do  
  
Love you, love you, love you, love you  
  
She stared him right back in the eyes  
With a look of disbelief  
Then she gazed off into somewhere else  
Was it real or just a dream?  
And she pulled him oh so close to her  
And she whispered in his ear  
  
She said ""I love you""  
Yes, I really do  
  
Love you, love you, love you, love you  
Love you, love you, love you, love you  
  
So together they will always be  
Until the stars fall from the sky  
  
They said ""I love you""  
Yes, they really do  
They said ""I love you""  
Yes, they do  
  
Yes I do, yes I do, yes I do  
  
So together they will always be  
Until the stars fall from the sky  
So if you find someone you love a lot  
You must never let them go  
You just hold them tight with all your might  
And you say three little words  
  
You say ""I love you""  
Yes, I really do  
You say ""I love you""  
Yes I do  
You say ""I love you""

"
839,Donna Summer,Let's Work Together Now,/d/donna+summer/lets+work+together+now_20042283.html,"Different faces other races  
New conditions old traditions  
All are one  
  
From the humble to the mighty  
Those in need and those with plenty  
All are one  
Yes we all are one  
  
Let's work together now  
Towards a better kind of world  
One for our children's child  
Let's work together now  
Respect our neighbor's way of life  
We've got to harmonize  
  
Learn to give without return  
And you will find yourself  
With all the friends you need  
  
All these problems on this earth  
Are only due to selfish acts of men's on greed  
Let's stop all this creed  
  
Let's work together now  
Let's make a better kind of world  
Think of our children's child  
Please work together now  
Respect each person's way of life  
Let's start to harmonize  
  
Different faces other races  
New conditions old traditions  
All are one  
  
From the humble to the mighty  
Those in need and those with plenty  
All are one, yes we all are one  
  
Let's work together now  
Let's make a better kind of world  
Think of our children's child  
Please work together now  
Respect each person's way of life  
  
Let's start to harmonize  
Let's work together now  
Let's make a better kind of world  
Think of our children's child

"
840,Donna Summer,Faster And Faster To Nowhere,/d/donna+summer/faster+and+faster+to+nowhere_10087845.html,"Where am i going? what is the place?  
Somebody help me outta here.  
  
Oh i'm walking faster, faster and faster to nowhere  
Oh i'm running slower, slower and slower to somewhere  
'cause the city's closing tighter and tighter around me  
It's a nightmare, daymare, it's a badmare  
No matter which way-mare  
  
Spoken:  
Seems that there must be some way to get out.  
But i just can't find it.  
  
People pushing, hustling, rushing on into the future  
Windows open, closing, in a way that they just never used to  
Oh there's violence lurking in the alleys  
Where no one should dare go  
So keep walking faster, faster and faster to nowhere  
  
I gotta get out, somebody...that guy came at me with a gun  
The city closing in  
  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little  
  
Children crying, screaming, but no one lets on that they hear them  
It's getting louder, louder, surely that someone must hear them  
'cause the city's closing tighter and tighter around me  
It's a nightmare, daymare, it's a badmare  
No matter which way-mare  
  
Help me, i want to get out.  
Cut it out! stop closing in on me help!!!  
  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little  
Trip to nowhere, trip to nowhere, trip to nowhere  
We're gonna take a little

"
841,George Strait,Our Paths May Never Cross,/g/george+strait/our+paths+may+never+cross_20059582.html,"Lady I know your out there somewhere  
Like me your feeling lost  
Maybe right now we both need each other  
But our paths may never cross  
  
People like us never find each other  
Love is our greatest loss  
Baby I know you are out there some where  
But our paths may never cross  
  
We're to people that should be together  
'Cause we're lonely at the very same time  
But there's a million to many good reasons  
Why your love can never be mine  
  
Maybe this song was written for you  
Listen, don't turn it off  
I wish you could learn it  
And come sing it with me  
But our paths may never cross  
  
I wish you could learn it  
And come sing it with me  
But our paths may never cross

"
842,Alabama,Joseph And Mary's Boy,/a/alabama/joseph+and+marys+boy_20225479.html,"Out here is the country there's magic in the air.  
It's the middle of December there's excitement eveywhere  
  
Everyone's invited, the celebration's planned  
The gift is just what's in your heart and not what's in your hand  
  
[Chorus]  
Who's the one we need to thanks  
Who's the party for  
Who's the one responsible for all this peace and joy  
Who deserves the credit for the blessings we enjoy  
Preacher said last Sunday it was Joseph and Mary's boy  
  
There were times we didn't think we'd make it through the year  
The bankers tried to take our farms but somehow we're still here  
  
I don't know how the crops survived the drought and then the rain  
It must have been a miracle how else could you explain  
  
[Chorus]  
  
The Christ Child born in Bethlehem  
He was Joseph and Mary's boy

"
843,Gordon Lightfoot,Home From The Forest,/g/gordon+lightfoot/home+from+the+forest_20061686.html,"Oh the neon lights were flashin'  
And the icy wind did blow  
The water seeped into his shoes  
And the drizzle turned to snow  
His eyes were red, his hopes were dead  
And the wine was runnin' low  
And the old man came home  
From the forest  
  
His tears fell on the sidewalk  
As he stumbled in the street  
A dozen faces stopped to stare  
But no one stopped to speak  
For his castle was a hallway  
And the bottle was his friend  
And the old man stumbled in  
From the forest  
  
Up a dark and dingy staircase  
The old man made his way  
His ragged coat around him  
As upon his cot he lay  
And he wondered how it happened  
That he ended up this way  
Getting lost like a fool  
In the forest  
  
And as he lay there sleeping  
A vision did appear  
Upon his mantle shining  
A face of one so dear  
Who had loved him in the springtime  
Of a long-forgotten year  
When the wildflowers did bloom  
In the forest  
  
She touched his grizzled fingers  
And she called him by his name  
And then he heard the joyful sound  
Of children at their games  
In an old house on a hillside  
In some forgotten town  
Where the river runs down  
From the forest  
  
With a mighty roar the big jets soar  
Above the canyon streets  
And the con men con but life goes on  
For the city never sleeps  
And to an old forgotten soldier  
The dawn will come no more  
For the old man has come home  
From the forest

"
844,Bob Dylan,Dear Landlord,/b/bob+dylan/dear+landlord_20021404.html,"Dear landlord,  
Please don't put a price on my soul.  
My burden is heavy,  
My dreams are beyond control.  
When that steamboat whistle blows,  
I'm gonna give you all I got to give,  
And I do hope you receive it well,  
Dependin' on the way you feel that you live.  
  
Dear landlord,  
Please heed these words that I speak.  
I know you've suffered much,  
But in this you are not so unique.  
All of us, at times, we might work too hard  
To have it too fast and too much,  
And anyone can fill his life up  
With things he can see but he just cannot touch.  
  
Dear landlord,  
Please don't dismiss my case.  
I'm not about to argue,  
I'm not about to move to no other place.  
Now, each of us has his own special gift  
And you know this was meant to be true,  
And if you don't underestimate me,  
I won't underestimate you.

"
845,Gordon Lightfoot,If There's A Reason,/g/gordon+lightfoot/if+theres+a+reason_20061580.html,"If you should need me deep in the night  
My arms around you in shades of twilight  
If there's a reason for livin' without me  
Just let me know and I'll move on  
  
Down to the station with the big wheels burnin'  
Gonna get my ticket to play out that role which I've been given  
  
Home is where the heart is  
But at times a good home must be broken  
The wine has grown bitter  
From the harsh words we have spoken  
  
If there's a chance for someone else  
To make you feel life is worth livin'  
Give it a try oh lady  
Just let me know and I'll move on  
  
Home is where the heart is  
But at times a good home must be broken  
The wine has grown bitter  
From the harsh words we have spoken  
  
If you should need me deep in the night  
At shades of twilight  
If there's a reason for livin' without me  
Just let me know and I'll go on livin'

"
846,Bob Dylan,Duquesne Whistle,/b/bob+dylan/duquesne+whistle_21029082.html,"Listen to that Duquesne whistle blowing  
Blowing like it's gonna sweep my world away  
I wanna stop at Carmangale and keep on going  
That Duquesne train gon' rock me night and day  
  
You say I'm a gambler, you say I'm a pimp  
But I ain't neither one  
  
Listen to that Duquesne whistle blowing  
Sounding like it's on a final run  
  
Listen to that Duquesne whistle blowing  
Blowing like she never blowed before  
Little light blinking, red light glowing  
Blowing like she's at my chamber door  
  
You smiling through the fence at me  
Just like you always smiled before  
  
Listen to that Duquesne whistle blowing  
Blowing like she ain't gon' blow no more  
  
Can't you hear that Duquesne whistle blowing?  
Blowing like the sky's gonna blow apart  
You're the only thing alive that keeps me going  
You're like a time bomb in my heart  
  
I can hear a sweet voice steadily calling  
Must be the mother of our Lord  
  
Listen to that Duquesne whistle blowing  
Blowing like my woman's on board  
  
Listen to that Duquesne whistle blowing  
Blowing like it's gon' blow my blues away  
You old rascal, I know exactly where you're going  
I'll lead you there myself at the break of day  
  
I wake up every morning with that woman in my bed  
Everybody telling me she's gone to my head  
  
Listen to that Duquesne whistle blowing  
Blowing like it's gon' kill me dead  
  
Can't you hear that Duquesne whistle blowing?  
Blowing through another no good town  
  
The lights on my native land are glowing  
I wonder if they'll know me next time 'round  
I wonder if that old oak tree's still standing  
That old oak tree, the one we used to climb  
  
Listen to that Duquesne whistle blowing  
Blowing like she's blowing right on time

"
847,George Strait,I'll Always Be Loving You,/g/george+strait/ill+always+be+loving+you_20059507.html,"You can turn me loose, tear me up and run me down  
Cause me shame, drag my name all over town  
Makes no difference what you say or what you do  
As for me I'll always be lovin' you  
  
[Chorus]  
My love for you was not built on shifting sands  
I made a promise long ago and it still stands  
Go on and do what your heart tells you to  
As for me I'll always be lovin' you  
  
You can change your dreams, change your heart  
Or change your mind  
And just pretend that it all ends with your goodbye  
You can walk out and forget the love we knew  
As for me I'll always be lovin' you

"
848,Alabama,I Ain't Got No Business Doin',/a/alabama/i+aint+got+no+business+doin_20807884.html,"I'm gonna call up my boss and tell him I'm ill  
Gonna tell him I'm home, with the fever and chills  
I don't usually lie but for your sweet love I will, I need it so  
  
We won't be disturbed, the phone's off the hook  
And when it comes to lovin' woman, you wrote the book  
And I just saw that 'I want you' look and that's all it took, well I  
  
Ain't got no business doin' business today  
My little woman wants to stay home and play  
Right in her arms is where I will stay  
'Cause I ain't got no business doin' business today  
  
Well, the boys at the plant are punching the clock  
If they could see us darlin', oh, what a shock  
They'd do the same if they had what I got  
So please don't stop, well I  
  
Ain't got no business doin' business today  
My little woman wants to stay home and play  
Right in her arms is where I will stay  
'Cause I ain't got no business doin' business today  
  
Ain't got no business doin' business today  
My little woman wants to stay home and play  
Right in her arms is where I will stay  
'Cause I ain't got no business doin' business today

"
849,Donna Summer,Tokyo,/d/donna+summer/tokyo_20042346.html,"Met this stranger there, so I was  
Feeling somewhat scared  
When I vacationed in a land that I  
Didn't know that well  
But all the ladies there were nice  
The gentlemen politely out of line  
I kept on thinking how I'd like  
To spend some time  
I couldn't make up my mind, still  
Waitin' for the right sign  
I was down in Tokyo  
Livin' in hotel Imperial  
Met this man, he was something  
Very strange  
Said he was a spy from somewhere  
Else way far away  
He told me things about myself that  
I could tell nobody else  
Passed this message on to me, said  
Spirits move in secrecy  
I could almost read the man's mind  
Waitin' for the right sign  
I really wanna know if I'm gonna go  
Live my life in Tokyo, live my life in  
Tokyo  
Tokyo, live my life in Tokyo  
He passed this message on to me  
Said spirits move in secrecy  
A double agent amnesty  
An Ian Fleming mystery  
I, I know I read the man's mind  
I know I got the right sign  
I really wanna know if I'm gonna go  
Live my life in Tokyo, live my life in  
Tokyo  
Tokyo, live my life in Tokyo  
Live my life in Tokyo, live my life in  
Tokyo  
Tokyo, live my life in Tokyo  

"
850,Gordon Lightfoot,Drink Yer Glasses Empty,/g/gordon+lightfoot/drink+yer+glasses+empty_20061716.html,"Listen up and I'll tell you what you'll do  
Forget about music and alcohol too  
Forget about your baby  
We got other work for you  
Better drink yer glasses empty now  
It's time to rise and shine  
There's one less cause in the world  
To be leaving for  
It was back in 39  
When I was one year old  
Sitting by the backyard fence  
And the world had turned so cold  
Drink yer glasses empty now  
Was all that they were told  
Drink yer glasses empty now  
It's time to hit the sky  
To the tune of thunder  
There's no time to wonder why  
We'd love to take life over that is plain  
Forget about sorrow, forget about pain  
And watch a John Wayne movie  
To remind us once again  
Better drink yer glasses empty now  
It's time to hit the line  
You got one less cause in the world  
To be leaving for  
Drink yer glasses girls and boys  
It's time to hit the sky  
To the tune of thunder  
There's a tear in every eye  
I'd like to take things one at a time  
Forget about reason, forget about rhyme  
Because beg, steal or borrow  
You got another hill to climb  
So drink yer glasses empty now  
It's time to hit the road  
There's one less cause in the world  
To be leaving for  
Drink yer glasses girls and boys  
It's time to hit the sky  
To the tune of thunder  
There's no time to wonder why  
We'd like to take life over again  
When time of war had passed away into the rain  
And watch a John Wayne movie  
To remind us of the plains  
Just drink yer glasses empty now  
It's time to rise and shine  
There's one less cause in the world  
To be leaving for  
Listen up and I'll tell you what is true  
They done some thinking and they changed a thing or two  
You been living in the hindsight  
Of a backwards point of view  
So drink yer glasses empty now  
It's time to hit the road  
There's one less cause in the world  
To be leaving for  

"
851,Donna Summer,Hot Stuff,/d/donna+summer/hot+stuff_20042209.html,"Sittin' here eatin' my heart out waitin'  
Waitin' for some lover to call  
Dialed about a thousand numbers lately  
Almost rang the phone off the wall  
  
Lookin' for some hot stuff baby this evenin'  
I need some hot stuff baby tonight  
I want some hot stuff baby this evenin'  
Gotta have some hot stuff  
Gotta have some love tonight  
I need hot stuff  
I want some hot stuff  
I need hot stuff  
  
Lookin' for a lover who needs another  
Don't want another night on my own  
Want to share my love with a warm blooded lover  
Want to bring a wild man back home  
  
I've gotta have some hot love baby this evening  
I need some hot stuff baby tonight  
I want some hot stuff baby this evening  
Gotta have some lovin'  
Gotta to have love tonight  
  
I need hot stuff, hot love  
Looking for hot love  
  
Hot hot hot hot stuff  
Hot hot hot  
Hot hot hot hot stuff  
Hot hot hot  
  
How's about some hot stuff baby this evening  
I need some hot stuff baby tonight  
Looking for my hot stuff baby this evening  
I need some hot stuff baby tonight  
Yeah yeah  
I want some hot stuff baby this evening  
I want some hot stuff baby tonight  
Yeah yeah yeah  
I want some hot stuff baby this evening  
I want some hot stuff baby tonight

"
852,Alabama,Fallin' Again,/a/alabama/fallin+again_20195364.html,"Thinking of the faces I've seen  
Back when I was young and green  
I was falling back then  
Now I'm workin' on building a fire  
And flirtin' with that ol' desire  
And fallin' again into the wind  
I fall in love again, I'm fallin' again  
Well you'd think that I would learn by now  
To keep from falling somehow  
But I'm fallin' again  
'Cause when I caught that look in your eyes  
That's when I realized  
I was fallin' again into the wind  
I fall in love again  
Fall, fall, fall, fallin' again  
Fall, fall, fall, fallin' again  
Fall, fall, fall, fallin' again  
I fall in love again  
Fallin' again into the wind  
Fall, fall, fall, fallin' again  
Fall, fall, fall, fallin' again  
I fall in love again  
Fallin' again into the wind

"
853,Alabama,Moonlight Lounge,/a/alabama/moonlight+lounge_20005128.html,"Flattop guitar  
Down around the campfire  
You can smell that hickory burnin'  
Catfish fryin'  
Onions got us cryin'  
Hushpuppies they're a turnin'  
Friends and kin comin' down the hill  
  
Trippin' in the ole starlight  
Cookin' and kickin' do a little pickin'  
Party tonight  
  
[Chorus:]  
Come on down to the moonlight longe  
Where the ceilin' is so blue  
Where there ain't no door and our dance floor  
Is covered with mountain dew  
Where there ain't no walls and the waterfall  
Is the only sound around  
Yeah we're havin' us a party down in the holler  
We call it the moonlight lounge  
  
Me and my lady  
Rode in on sadie  
A fourteen hand chestnut mare  
A midnight hoot owl  
He's screechin' so loud  
Kind of puts a chill in the summer air  
The bushes are wigglin', somebody's gigglin'  
Buck couldn't wait to get a kiss  
Jimmy's got the four wheel hooked to the wagon  
A hay ride you don't want to miss  
  
[Repeat chorus]  
Won't you... (repeat chorus again)  
Tag  
Yeah we're havin' us a party everybody holler  
We call it the moonlight lounge

"
854,Bob Dylan,Ballad Of Donald White,/b/bob+dylan/ballad+of+donald+white_20155910.html,"My name is Donald White, you see,  
I stand before you all.  
I was judged by you a murderer  
And the hangman's knot must fall.  
I will die upon the gallows pole  
When the moon is shining clear,  
And these are my final words  
That you will ever hear.  
  
I left my home in Kansas  
When I was very young,  
I landed in the old Northwest,  
Seattle, Washington  
Although I'd a-traveled many miles,  
I never made a friend,  
For I could never get along in life  
With people that I met.  
  
If I had some education  
To give me a decent start,  
I might have been a doctor or  
A master in the arts.  
But I used my hands for stealing  
When I was very young,  
And they locked me down in jailhouse cells,  
That's how my life begun.  
  
Oh, the inmates and the prisoners,  
I found they were my kind,  
And it was there inside the bars  
I found my peace of mind.  
But the jails they were too crowded,  
Institutions overflowed,  
So they turned me loose to walk upon  
Life's hurried tangled road.  
  
And there's danger on the ocean  
Where the salt sea waves split high,  
And there's danger on the battlefield  
Where the shells of bullets fly,  
And there's danger in this open world  
Where men strive to be free,  
And for me the greatest danger  
Was in society.  
  
So I asked them to send me back  
To the institution home.  
But they said they were too crowded,  
For me they had no room.  
I got down on my knees and begged,  
""Oh, please put me away,""  
But they would not listen to my plea  
Or nothing I would say.  
  
And so it was on Christmas eve  
In the year of '59,  
It was on that night I killed a man,  
I did not try to hide,  
The jury found me guilty  
And I won't disagree,  
For I knew that it would happen  
If I wasn't put away.  
  
And I'm glad I've had no parents  
To care for me or cry,  
For now they will never know  
The horrible death I die.  
And I'm also glad I've had no friends  
To see me in disgrace,  
For they'll never see that hangman's hood  
Wrap around my face.  
  
Farewell unto the old north woods  
Of which I used to roam,  
Farewell unto the crowded bars  
Of which've been my home,  
Farewell to all you people  
Who think the worst of me,  
I guess you'll feel much better when  
I'm on that hanging tree.  
  
But there's just one question  
Before they kill me dead,  
I'm wondering just how much  
To you I really said  
Concerning all the boys that come  
Down a road like me,  
Are they enemies or victims  
Of your society?

"
855,Bob Dylan,House Carpenter,/b/bob+dylan/house+carpenter_20021273.html,"Well met, well met, my own true love  
Well met, well met, cried she  
I've just returned from the salt, salt sea  
And it's all for the love of thee  
  
I could have married a King's daughter there  
She would have married me  
But I have forsaken my King's daughter there  
It's all for the love of thee  
  
Well, if you could have married a King's daughter there  
I'm sure you're the one to blame  
For I am married to a house carpenter  
And I'm sure he's a fine young man  
  
Forsake, forsake your house carpenter  
And come away with me  
I'll take you where the green grass grows  
On the shores of sunny Italy  
  
So up she picked her babies three  
And gave them kisses, one, two, three  
Saying ""take good care of your daddy while I'm gone  
And keep him good company.""  
  
Well, they were sailin' about two weeks  
I'm sure it was not three  
When the younger of the girls, she came on deck  
Sayin' she wants company  
  
""Well, are you weepin' for your house and home?  
Or are you weepin' for your babies three?""  
""Well, I'm not weepin' for my house carpenter  
I'm weepin' for my babies three.""  
  
Oh what are those hills yonder, my love  
They look as white as snow  
Those are the hill of heaven, my love  
You and I'll never know  
  
Oh what are those hills yonder, my love  
They look as dark as night  
Those are the hills of hell-fire my love  
Where you and I will unite  
  
Oh twice around went the gallant ship  
I'm sure it was not three  
When the ship all of a sudden, it sprung a leak  
And it drifted to the bottom of the sea

"
856,Alabama,On This Side Of The Moon,/a/alabama/on+this+side+of+the+moon_20522143.html,"Some folks looks through a telescope  
And dream of flying high above the stars  
They say it won't be long  
'Til we can haul on a ship to Mars  
  
I'm just a simple man  
There's a lot that I don't know  
But as long as you're here with me  
I just assume stay home  
  
On this side of the moon  
Things are going my way  
Your love keeps shining through  
Even when it rains  
  
There's nowhere else I'd rather be  
I'm happy standing in these shoes  
With you here in my life  
The world is looking bright  
On this side of the moon  
  
Sometimes on a clear night  
We pulled out a chair in the yard  
And I'm always amazed  
At the good lord can make so many stars  
  
But I know I'd feel out of place  
Longing through the milky ways  
All you expect a astronaut  
I'd think I'd rather stay  
  
On this side of the moon  
Things are going my way  
Your love keeps shining through  
Even when it rains  
  
There's nowhere else I'd rather be  
I'm happy standing in these shoes  
With you here in my life  
The world is looking bright  
On this side of the moon

"
857,Gordon Lightfoot,A Tree Too Weak To Stand,/g/gordon+lightfoot/a+tree+too+weak+to+stand_20061520.html,"I see a place where candles burn and lovers rest tonight  
The hollow sound inside me now keeps telling me to write  
But songs of love will never leave love's feelings undefiled  
The tide has turned, the waves roll in, the waters fill my eyes  
  
The price of lust has risen till the ceiling will not stand  
The tears I shed were not in shame, the world was in my hands  
If trust was just a simple thing then trusting I would be  
But deep within my soul I know it's better to be free  
  
The days fly by, the waves roll in, but freedom has not come  
I fear my faith will soon give out, my senses come undone  
My role is played, the demon dogs come stealin' o'er land  
And foolish I would climb once more a tree too weak to stand  
  
I see a place where candles burn and lovers rest tonight  
The hollow sound inside me now keeps telling me to write  
But songs of love should not be sung where staying is not planned  
And foolish I would climb once more a tree too weak to stand  
And foolish I would climb once more a tree too weak to stand

"
858,George Strait,Drinking Champagne,/g/george+strait/drinking+champagne_20188798.html,"I'm drinking champagne, feeling no pain 'till early morning  
Dinning and dancing with every pretty girl I can find  
I'm having a fling with a pretty young thing 'till early morning  
Knowing tomorrow I'll wake up with you on my mind  
  
Guilty conscience I guess  
I must confess  
I never loved you much when you were mine  
  
So I'll keep drinking champagne, feeling no pain 'till early morning  
Dinning and dancing with every pretty girl I can find  
Having a fling with a pretty young thing 'till early morning  
Knowing tomorrow I'll wake up with you on my mind  
  
Guilty conscience I guess  
I must confess  
I never loved you much when you were mine  
  
So I'll keep drinking champagne, feeling no pain 'till early morning  
Dinning and dancing with every pretty girl I can find  
I'll keep having a fling with a pretty young thing 'till early morning  
Knowing tomorrow I'll wake up with you on my mind

"
859,Donna Summer,Stop Me,/d/donna+summer/stop+me_20042356.html,"I was weak and I was blind  
You know I never ever wanted to put  
Our love on the light  
  
You were right, and I was wrong  
I should have listened to the words  
You said  
But I was too headstrong  
  
So if you've heard this all before  
Don't let me carry on no more  
  
Stop me, stop me if you think you've  
Heard this one, this one  
Stop me, stop me if you think you've  
Heard this one  
Stop me, stop me if you think you've  
Heard this one, this one  
Stop me, stop me, stop me  
  
You said I lied, you said I cried  
But I had to say something fast in case  
You threw me aside  
  
I didn't know, I couldn't guess  
If I only would have known I never  
Would have been in this mess  
  
But if you've heard this all before  
Don't let me carry on no more  
  
Stop me, stop me if you think you've  
Heard this one, this one  
Stop me, stop me if you think you've  
Heard this one  
Stop me, stop me if you think you've  
Heard this one, this one  
Stop me, stop me, stop me  
  
But if you've heard this all before  
Don't let me carry on no more  
  
Stop me, stop me if you think you've  
Heard this one, this one  
Stop me, stop me if you think you've  
Heard this one  
Stop me, stop me if you think you've  
Heard this one, this one  
Stop me if you think you've  
Heard this one, this one  
Stop me if you think you've  
Heard this one, this one

"
860,Gordon Lightfoot,Bitter Green,/g/gordon+lightfoot/bitter+green_20061510.html,"Upon the Bitter Green she walked the hills above the town  
Echoed to her footsteps as soft as eiderdown  
Waiting for her master to kiss away her tears  
Waiting through the years  
  
[Chorus]  
Bitter Green they called her walking in the sun  
Loving everyone that she met  
Bitter Green they called her waiting in the sun  
Waiting for someone to take her home  
  
Some say he was a sailor who died away at sea  
Some say he was a prisoner who never was set free  
Lost upon the ocean he died there in the mist  
Dreaming of a kiss  
  
[Chorus]  
  
But now the Bitter Green is gone the hills have turned to rust  
There comes a weary stranger whose tears fall in the dust  
Kneeling by the churchyard in the autumn mist  
Dreaming of a kiss  
  
[Chorus]

"
861,Bob Dylan,Girl Of The North Country,/b/bob+dylan/girl+of+the+north+country_20021449.html,"If you're travelin' in the North Country fair  
Where the winds hit heavy on the borderline  
Remember me to one who lives there  
For she once was a true love of mine  
If you go when the snowflakes storm  
When the rivers freeze and summer ends  
Please see she has a coat so warm  
To keep her from the howlin' winds  
Please see if her hair hangs long  
If it rolls and flows all down her breast  
Please see for me if her hair's hanging long  
For that's the way I remember her best  
I'm a-wonderin' if she remembers me at all  
Many times I've often prayed  
In the darkness of my night  
In the brightness of my day  
So if you're travelin' the North Country fair  
Where the winds hit heavy on the borderline  
Remember me to one who lives there  
For she once was a true love of mine  

"
862,Alabama,Goodbye,/a/alabama/goodbye_10003956.html,"Before I fly and wave goodbye  
I say to you ""days with you are the best years of my life""  
But if I don't see you anymore  
Keep my words safely stored  
And i'll be back I promise once more  
  
Chorus:  
Goodbye, goodbye  
Till I see you again  
Goodbye, goodbye  
I'll love and i'll miss you till then  
  
Remember me 'cause I care  
Where you are and how you fare  
Get in touch if the wind blows in your face  
I guess it's been too much fun  
We've shared and we've won  
Yes the best is yet to come  
  
Repeat chorus  
  
That one word hurts so bad  
You leave the best you've had  
But you keep the faith and pray to return  
  
Goodbye, goodbye  
I'll love and i'll miss you till then  
Goodbye, goodbye  
Goodbye, goodbye  
  
(c) 1990 maypop music (a division of wildcountry, inc.) (bmi). All rights
reserved.

"
863,Gordon Lightfoot,Rainbow Trout,/g/gordon+lightfoot/rainbow+trout_20061528.html,"In the name of love she came  
This foolish winsome girl  
She was all decked out like a rainbow trout  
Swimmin' up stream in the world  
And she said ""Please, please, I've lost my way  
The current is too strong  
In the name of love, kind sir I pray,  
In the name of love""  
  
So I took her by the hand,  
She took me by the will  
She was all dolled up like a blue eyed pup  
Looking for something to spill  
And she said ""Please, please, I've lost my way  
The current is too strong  
In the name of love, kind sir I pray,  
In the name of love""  
  
In the name of love she came  
This foolish winsome girl  
She was all decked out like a rainbow trout  
Swimmin' upstream in the world  
And she gave one flip  
Of the rainbow tip of her tail  
And she swam back down  
  
And she said ""Please, please, I've lost my way  
The current is too strong  
In the name of love, kind sir I pray,  
In the name of love

"
